"OTU"
"188753"
"181342"
"3589405"
"4467993"
"355102"
"4465907"
"4465905"
"198956"
"177313"
"177310"
"177319"
"389067"
"194101"
"194104"
"194107"
"191468"
"195512"
"2996838"
"182456"
"193778"
"309279"
"128297"
"298392"
"362389"
"191687"
"367150"
"4338161"
"176062"
"308907"
"176060"
"1551174"
"176067"
"531495"
"1109552"
"4352760"
"4352768"
"2919166"
"344844"
"588755"
"586517"
"2017729"
"345717"
"133341"
"4314716"
"182065"
"4305923"
"190335"
"190332"
"1086889"
"199300"
"193829"
"192424"
"167468"
"2689396"
"1076969"
"3550973"
"168260"
"157382"
"364179"
"157387"
"363389"
"190154"
"190155"
"175261"
"175264"
"4480529"
"188966"
"347575"
"4442508"
"3584772"
"234951"
"302160"
"234959"
"530629"
"183224"
"183220"
"186610"
"495095"
"182933"
"306315"
"296558"
"175883"
"205934"
"194487"
"193171"
"4421273"
"4394977"
"193174"
"183087"
"174680"
"178452"
"178457"
"174688"
"195681"
"296082"
"4402610"
"193219"
"4409730"
"193210"
"298833"
"107098"
"334340"
"305997"
"174353"
"288682"
"288680"
"336614"
"181485"
"192226"
"192225"
"192221"
"368711"
"180289"
"289788"
"342873"
"344114"
"354461"
"180572"
"180577"
"4472202"
"182595"
"515279"
"4379957"
"165346"
"177100"
"4440670"
"185715"
"185712"
"1885089"
"181155"
"289306"
"3438642"
"306885"
"254446"
"4392196"
"509709"
"185670"
"235591"
"316845"
"210092"
"210095"
"4325836"
"328747"
"1682179"
"195305"
"4467447"
"2061739"
"297917"
"4449055"
"4449054"
"772515"
"1076557"
"290030"
"290033"
"179625"
"179620"
"179623"
"517583"
"4338624"
"4374302"
"757622"
"338926"
"176211"
"363266"
"583134"
"179449"
"331476"
"30622"
"365634"
"187736"
"368486"
"2820255"
"197661"
"147195"
"353195"
"184296"
"528581"
"178860"
"516366"
"187081"
"302338"
"363844"
"526982"
"313178"
"4377652"
"175741"
"554912"
"178712"
"178713"
"197273"
"849723"
"190956"
"165118"
"2183213"
"345899"
"183145"
"183144"
"183147"
"355697"
"183414"
"4301566"
"180658"
"180141"
"110579"
"369635"
"296340"
"710432"
"197890"
"354258"
"301042"
"304563"
"173874"
"1132297"
"348358"
"335003"
"524318"
"177663"
"527762"
"177660"
"194129"
"191330"
"583958"
"193797"
"182431"
"333166"
"4315979"
"367176"
"173565"
"4449198"
"310284"
"134365"
"4352747"
"1105984"
"157012"
"149699"
"182046"
"182044"
"2714949"
"162162"
"199491"
"192444"
"197783"
"528801"
"4445226"
"742358"
"4333731"
"1696607"
"175241"
"179297"
"179290"
"179291"
"188945"
"300870"
"584463"
"4380191"
"3887769"
"3398712"
"303379"
"248923"
"196787"
"4408801"
"511510"
"157905"
"197004"
"4373305"
"4447950"
"191945"
"325910"
"537219"
"178478"
"178474"
"950922"
"4309760"
"4310221"
"585220"
"3468951"
"516792"
"174379"
"334327"
"541328"
"1766666"
"183603"
"149909"
"184464"
"187272"
"187271"
"192204"
"13986"
"4225004"
"318079"
"189381"
"843454"
"314703"
"4326091"
"361507"
"817995"
"293580"
"289261"
"183954"
"185730"
"235024"
"2722893"
"277652"
"300596"
"3736962"
"349096"
"2423305"
"52166"
"301233"
"186389"
"185652"
"186381"
"186385"
"185659"
"195494"
"195495"
"345542"
"3465320"
"787049"
"3925380"
"2914680"
"1671681"
"4457438"
"911808"
"290235"
"4476065"
"191161"
"509621"
"1139897"
"198176"
"1056816"
"236225"
"4331357"
"195599"
"176230"
"182383"
"187470"
"992686"
"24162"
"331326"
"3866932"
"986574"
"317065"
"174589"
"174588"
"344701"
"332846"
"175180"
"179601"
"187409"
"179608"
"178803"
"224813"
"178809"
"1104638"
"302352"
"342666"
"522057"
"312586"
"2675920"
"1042805"
"573764"
"175761"
"179460"
"183385"
"2307779"
"361972"
"178738"
"2123717"
"145575"
"145572"
"190975"
"688701"
"338069"
"306299"
"544420"
"183169"
"4435784"
"183161"
"229088"
"338372"
"180123"
"180120"
"181836"
"181834"
"181833"
"326662"
"4308811"
"370217"
"303006"
"308057"
"177463"
"2686590"
"179987"
"187747"
"181417"
"98605"
"196125"
"193407"
"368698"
"177602"
"925131"
"583974"
"182416"
"189443"
"182413"
"4483037"
"4420959"
"1978955"
"554338"
"310261"
"342397"
"4288931"
"294219"
"4339831"
"2963281"
"290917"
"192465"
"232222"
"192461"
"192462"
"186242"
"362470"
"4434579"
"752354"
"840376"
"190191"
"4370362"
"172233"
"175518"
"289113"
"582497"
"157693"
"300855"
"186652"
"301721"
"4442899"
"198439"
"3504774"
"4469233"
"2029459"
"3924627"
"179812"
"517797"
"179815"
"4459940"
"194449"
"174170"
"1828413"
"4381555"
"194443"
"4381553"
"2089068"
"3708846"
"183592"
"523244"
"275237"
"331150"
"3021821"
"2532173"
"331158"
"180713"
"3807411"
"370046"
"158113"
"182621"
"355089"
"189630"
"653954"
"291426"
"192262"
"192263"
"185066"
"4410938"
"194488"
"355334"
"517754"
"287510"
"114400"
"192127"
"287514"
"3845864"
"360385"
"197537"
"4408423"
"4458306"
"292216"
"96459"
"174683"
"2065341"
"174138"
"527041"
"4387344"
"324284"
"192698"
"130214"
"192696"
"230528"
"185759"
"997909"
"185753"
"539820"
"181193"
"897007"
"780650"
"185631"
"330947"
"191766"
"4362300"
"4369131"
"559302"
"191108"
"363029"
"305396"
"197204"
"535469"
"4425495"
"574290"
"190920"
"198248"
"113278"
"3983005"
"302706"
"336133"
