"node_name","node_disp_name","ntype","degree","weighted_degree","consensus_lin","BarcodeSequence","library_construction_protocol","pool_member_name_renamed","study_ref_renamed","age","ancestry","anonymized_name","family","host_subject_id","individual","obesitycat","sampledate","twin_mother","zygosity"
"307984","","otu_node","4","5.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308057","","otu_node","2","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308157","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308249","","otu_node","1","2.0","k__Bacteria:p__Firmicutes:c__Bacilli:o__Lactobacillales:f__Lactobacillaceae:g__Lactobacillus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308309","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Peptostreptococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308322","","otu_node","21","73.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308333","","otu_node","47","84.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__Faecalibacterium","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308339","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308386","","otu_node","24","99.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308507","","otu_node","16","330.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__RF16:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308598","","otu_node","5","5.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__Bacteroidaceae:g__Bacteroides","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308631","","otu_node","2","3.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308696","","otu_node","1","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Clostridiaceae:g__Clostridium","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308707","","otu_node","10","16.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Peptostreptococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308760","","otu_node","3","8.0","k__Bacteria:p__Tenericutes:c__Mollicutes:o__RF39:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308907","","otu_node","2","3.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Roseburia","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"308983","","otu_node","4","4.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Coprococcus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3090048","","otu_node","6","11.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Coprococcus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3090117","","otu_node","5","13.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__[Barnesiellaceae]:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"309220","","otu_node","15","16.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"309279","","otu_node","6","17.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Clostridiaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"309433","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Lachnospira","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"309564","","otu_node","2","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"309795","","otu_node","8","9.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"309815","","otu_node","4","6.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"310071","","otu_node","5","8.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Blautia","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"310261","","otu_node","2","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"310284","","otu_node","30","80.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Clostridiaceae:g__Clostridium","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"310301","","otu_node","41","121.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__Faecalibacterium","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"310380","","otu_node","11","17.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Dorea","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"310490","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"310608","","otu_node","17","32.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Dorea","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"310886","","otu_node","11","11.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__Oscillospira","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"310957","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"310979","","otu_node","0","0.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"311278","","otu_node","20","27.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"311423","","otu_node","4","5.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3115847","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Peptococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"311606","","otu_node","4","4.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Lachnospira","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"311693","","otu_node","23","32.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Coprococcus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"311712","","otu_node","3","5.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Blautia","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3117556","","otu_node","20","39.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__[Odoribacteraceae]:g__Butyricimonas","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"311947","","otu_node","4","6.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3121406","","otu_node","3","8.0","k__Bacteria:p__Synergistetes:c__Synergistia:o__Synergistales:f__Synergistaceae:g__Cloacibacillus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"312311","","otu_node","3","3.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3124103","","otu_node","2","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__[Ruminococcus]","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"31249","","otu_node","5","5.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Anaerostipes","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"312586","","otu_node","6","6.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"312719","","otu_node","0","0.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__Oscillospira","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3128077","","otu_node","5","10.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Veillonellaceae:g__Veillonella","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"312835","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Coprococcus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"312973","","otu_node","15","178.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__[Paraprevotellaceae]:g__[Prevotella]","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"312986","","otu_node","7","11.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Blautia","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"313089","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"313121","","otu_node","1","1.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__Prevotellaceae:g__Prevotella","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"313144","","otu_node","9","10.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__[Ruminococcus]","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"313178","","otu_node","53","254.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3134492","","otu_node","32","59.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"313521","","otu_node","2","10.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"313524","","otu_node","12","48.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"313672","","otu_node","12","14.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Lachnospira","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3138798","","otu_node","64","387.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Veillonellaceae:g__Phascolarctobacterium","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"314095","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Lachnospira","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3141342","","otu_node","19","25.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Coprococcus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3142130","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3143796","","otu_node","2","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"314421","","otu_node","4","6.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"314613","","otu_node","1","1.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__Prevotellaceae:g__Prevotella","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"314749","","otu_node","10","11.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Clostridiaceae:g__Clostridium","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"314915","","otu_node","3","4.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__Porphyromonadaceae:g__Parabacteroides","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"315223","","otu_node","7","19.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__Anaerotruncus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"315391","","otu_node","51","88.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__Faecalibacterium","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3154070","","otu_node","3","3.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__Bacteroidaceae:g__Bacteroides","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"315429","","otu_node","4","4.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__Bacteroidaceae:g__Bacteroides","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"315829","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"315846","","otu_node","16","96.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__[Barnesiellaceae]:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3159130","","otu_node","3","3.0","k__Bacteria:p__Proteobacteria:c__Gammaproteobacteria:o__Enterobacteriales:f__Enterobacteriaceae:g__Serratia","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"315978","","otu_node","16","51.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"316037","","otu_node","4","4.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__[Ruminococcus]","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"316267","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Clostridiaceae:g__Clostridium","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"316496","","otu_node","7","13.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Clostridiaceae:g__SMB53","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"316497","","otu_node","7","7.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"316732","","otu_node","2","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Lachnospira","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"316761","","otu_node","27","82.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__Bacteroidaceae:g__Bacteroides","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"316892","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"317012","","otu_node","23","124.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"317041","","otu_node","5","5.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"317065","","otu_node","2","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3171053","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Clostridiaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3172379","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Dorea","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3173413","","otu_node","1","1.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__Bacteroidaceae:g__Bacteroides","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"317522","","otu_node","0","0.0","k__Bacteria:p__Firmicutes:c__Bacilli:o__Lactobacillales:f__Streptococcaceae:g__Lactococcus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"317636","","otu_node","7","13.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Blautia","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"317646","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Dorea","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"317677","","otu_node","13","24.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"317899","","otu_node","4","4.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Blautia","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"317993","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"318079","","otu_node","4","6.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Clostridiaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3180933","","otu_node","10","76.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__Bacteroidaceae:g__Bacteroides","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"318190","","otu_node","12","14.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"318446","","otu_node","18","19.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Dorea","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3186216","","otu_node","30","46.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3186392","","otu_node","28","40.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__Faecalibacterium","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"318865","","otu_node","3","4.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Lachnospira","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"319097","","otu_node","2","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"319165","","otu_node","2","6.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"319262","","otu_node","52","70.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"319275","","otu_node","39","130.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__Faecalibacterium","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3195500","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3195723","","otu_node","5","7.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__Oscillospira","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"319709","","otu_node","4","4.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"319810","","otu_node","32","1044.0","k__Bacteria:p__Bacteroidetes:c__Bacteroidia:o__Bacteroidales:f__Prevotellaceae:g__Prevotella","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"320055","","otu_node","7","7.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"320066","","otu_node","3","3.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3203801","","otu_node","8","13.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3204236","","otu_node","13","14.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"320553","","otu_node","2","6.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Peptococcaceae:g__Peptococcus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"3205714","","otu_node","10","10.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Dorea","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"320627","","otu_node","2","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"321253","","otu_node","3","3.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Dorea","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"321331","","otu_node","6","8.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Coprococcus","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"321453","","otu_node","1","1.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Blautia","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"321610","","otu_node","1","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__Dorea","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"321619","","otu_node","3","13.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Ruminococcaceae:g__","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
"321693","","otu_node","2","2.0","k__Bacteria:p__Firmicutes:c__Clostridia:o__Clostridiales:f__Lachnospiraceae:g__[Ruminococcus]","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu","otu"
